Qualification_Measurement,Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,GPC_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Qualification_OK
976,20,6,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09960542592148548,9.918932656438374,1.0300936921684847,49.91966135258387,3.002418874727383,0.19875092645221062,5.356502199524637,12.04154563359866,298.96494266941767,-0.8106734356162626,True,True,True,True,True,True,True,True
977,20,6,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09921410197433446,9.929026900386601,1.0022003289107018,53.62493552460078,3.000487319163789,0.19898930066627116,5.062638967388404,12.04154563359866,298.96494266941767,-0.7097309961339882,True,True,True,True,True,True,True,True
978,20,6,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09965161515190364,9.98235469043381,1.012975752809671,51.64482919842754,2.998288123060824,0.19978361308500397,5.009490859719991,12.04154563359866,298.96494266941767,-0.17645309566189482,True,True,True,True,True,True,True,True
979,20,6,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09914738016689448,9.887781717018939,1.0255834135209934,51.31918030717568,3.0010303036555848,0.19425085786140295,5.336120854568681,12.04154563359866,298.96494266941767,-1.1221828298106118,True,True,True,True,True,True,True,True
980,20,6,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09943769251663133,9.964445957300088,0.9657972559375426,51.697232077363296,2.999473878661363,0.19873382416163324,5.633772524102695,12.04154563359866,298.96494266941767,-0.3555404269991236,True,True,True,True,True,True,True,True
981,20,7,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09928215112294496,9.925250697981353,1.0090832338576903,51.04529883682903,3.003830086518035,0.20306002220834904,5.537132011049646,12.04154563359866,298.96494266941767,-0.7474930201864716,True,True,True,True,True,True,True,True
982,20,7,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09921694876337439,9.90387622630878,1.043311796592668,52.370600828181594,2.9988577638926297,0.2028696345868504,5.4527253937610425,12.04154563359866,298.96494266941767,-0.9612377369121994,True,True,True,True,True,True,True,True
983,20,7,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09975259006519975,9.951373209639739,1.092963264043226,51.83213314221303,3.0033967571998597,0.1990006279671068,5.145691893292001,12.04154563359866,298.96494266941767,-0.486267903602613,True,True,True,True,True,True,True,True
984,20,7,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0998056511433984,9.97063061403079,1.05951473315546,52.32183340648386,2.9988384552056098,0.20109322200211363,5.405959808236636,12.04154563359866,298.96494266941767,-0.2936938596920946,True,True,True,True,True,True,True,True
985,20,7,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09981337075679941,10.009357682404184,1.0085792603151564,52.09574277159164,3.000520255051975,0.1961500729655516,5.163490487652024,12.04154563359866,298.96494266941767,0.09357682404184331,True,True,True,True,True,True,True,True
986,20,8,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09948913144922619,9.940398908777453,1.0018376150847152,52.52538986681784,3.00089231590764,0.19846858976523904,5.250747841266108,12.04154563359866,298.96494266941767,-0.5960109122254664,True,True,True,True,True,True,True,True
987,20,8,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09954596955357482,9.996401343101834,1.035934014304064,51.59803916804065,2.998820943688789,0.2004874914583738,5.247233381646562,12.04154563359866,298.96494266941767,-0.03598656898166297,True,True,True,True,True,True,True,True
988,20,8,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0994922194452871,9.971839496967121,1.0335075241173843,50.38683352322494,3.003220174672253,0.1979574768781714,5.265217919645074,12.04154563359866,298.96494266941767,-0.2816050303287909,True,True,True,True,True,True,True,True
989,20,8,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09936780824974367,9.897893908278142,1.0253177470047885,51.30837385142924,3.0018056711856365,0.1907068567112263,5.569798859331806,12.04154563359866,298.96494266941767,-1.021060917218577,True,True,True,True,True,True,True,True
990,20,8,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09926026296237042,9.925620976531057,1.0309109965308962,51.6783316964368,2.9992075159849247,0.19895074291556483,5.264220014594218,12.04154563359866,298.96494266941767,-0.7437902346894276,True,True,True,True,True,True,True,True
991,20,9,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.10000382891719883,10.012480392035572,0.9857465591284195,52.91165713341482,2.9989388953985845,0.19410239969524484,5.166124825432477,12.04154563359866,298.96494266941767,0.12480392035572052,True,True,True,True,True,True,True,True
992,20,9,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.10003288899881417,9.98660243816458,1.0268992933996537,51.770092440926376,3.0058336858411425,0.20031673988020957,5.512664143710318,12.04154563359866,298.96494266941767,-0.1339756183542029,True,True,True,True,True,True,True,True
993,20,9,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09936959382653013,9.91736144886548,0.9853452878244203,52.54710695880014,3.000845840718234,0.2030265023308697,5.200882913296679,12.04154563359866,298.96494266941767,-0.8263855113452045,True,True,True,True,True,True,True,True
994,20,9,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09987800417118997,9.99585284519574,0.9931420192262005,52.48876300199517,2.9984709961077822,0.19568905680416002,5.264693072957064,12.04154563359866,298.96494266941767,-0.04147154804259756,True,True,True,True,True,True,True,True
995,20,9,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09989827968252718,9.996145671580528,0.9824644988064914,52.18050197505064,3.0010712429683366,0.19920315228988084,5.152710319593903,12.04154563359866,298.96494266941767,-0.03854328419471642,True,True,True,True,True,True,True,True
996,20,10,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09927443955347441,9.90604696448456,0.9784523360243051,50.60410901155697,3.0013924763948014,0.19734894505245035,5.465415943836603,12.04154563359866,298.96494266941767,-0.9395303551544032,True,True,True,True,True,True,True,True
997,20,10,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09960951267132316,9.9879911044555,0.9984179585652386,50.72206410642797,2.9995292048487716,0.19621325836606524,4.923682119242836,12.04154563359866,298.96494266941767,-0.12008895544500577,True,True,True,True,True,True,True,True
998,20,10,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09981082976574282,9.969700421436718,1.0390254037617082,52.43237502505365,2.996694833990144,0.1977446001110257,5.186623769733604,12.04154563359866,298.96494266941767,-0.30299578563282026,True,True,True,True,True,True,True,True
999,20,10,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09994508339203059,9.987672581375511,1.0408062317037037,52.06086033741595,3.0006832575033515,0.19795537424981235,5.57322939454796,12.04154563359866,298.96494266941767,-0.12327418624488828,True,True,True,True,True,True,True,True
1000,20,10,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09946018968871918,9.993296442845926,1.0556787272407857,51.59345047967047,3.003249433357941,0.1975091268123785,5.203734340065746,12.04154563359866,298.96494266941767,-0.06703557154073891,True,True,True,True,True,True,True,True
1001,21,1,1,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09984640954291069,9.96730259467757,1.0319613009350912,48.19087319904662,2.9993620431482113,0.19690038529970882,5.268178752095029,12.111603683827632,297.23561751009106,-0.32697405322430484,True,True,True,True,True,True,True,True
1002,21,1,2,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.10004365660852009,10.022173694505621,1.0306334063404836,49.85553302284919,3.0002873763802054,0.2026262155261127,5.122810083299862,12.111603683827632,297.23561751009106,0.22173694505621455,True,True,True,True,True,True,True,True
1003,21,1,3,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09967805186500502,9.987214416820967,1.0126791813485736,49.2882693446652,3.0010302958582646,0.1977139484507137,5.087786119473357,12.111603683827632,297.23561751009106,-0.1278558317903311,True,True,True,True,True,True,True,True
1004,21,1,4,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09975642620688252,10.022143014703031,1.0273301426390893,48.560007039041736,3.0015856480735965,0.20363837856024639,4.792997137729298,12.111603683827632,297.23561751009106,0.2214301470303148,True,True,True,True,True,True,True,True
1005,21,1,5,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.0992496701928609,9.932719235087747,1.0351291860329292,47.7043546766194,2.9996944240718655,0.1963298881909537,5.293850406216137,12.111603683827632,297.23561751009106,-0.6728076491225288,True,True,True,True,True,True,True,True
1006,21,2,1,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09988013330041247,9.99231953842823,1.0493237686468277,50.13786585310869,3.004285345784221,0.1996106526339692,4.872944361831768,12.111603683827632,297.23561751009106,-0.07680461571769825,True,True,True,True,True,True,True,True
1007,21,2,2,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09977533207002612,9.975247451247666,0.9834379706317676,47.81159771227842,3.0019843974620453,0.20320709115334756,5.070831594454452,12.111603683827632,297.23561751009106,-0.2475254875233368,True,True,True,True,True,True,True,True
1008,21,2,3,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09935406285446659,9.948585803799773,1.0380394408964495,49.1492746062889,3.003200997329614,0.20031608460721517,5.031356458864017,12.111603683827632,297.23561751009106,-0.5141419620022702,True,True,True,True,True,True,True,True
1009,21,2,4,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.0996156086815568,9.968903572170394,1.0147820463739043,47.94175079166243,3.0014628790898716,0.20340319845595536,5.3576031917146425,12.111603683827632,297.23561751009106,-0.310964278296062,True,True,True,True,True,True,True,True
1010,21,2,5,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09973054042952881,9.981774042928441,1.03632392342484,48.899177595263,3.0025145871551504,0.1941843421766761,4.890714873258657,12.111603683827632,297.23561751009106,-0.1822595707155905,True,True,True,True,True,True,True,True
1011,21,3,1,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09931656334270283,9.882466128693638,1.0444043198425152,48.659019385986916,2.998854730537641,0.19946425928810696,5.271586285101616,12.111603683827632,297.23561751009106,-1.1753387130636206,True,True,True,True,True,True,True,True
1012,21,3,2,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09963817055927994,9.99864873227498,1.0586800998167634,49.00676867449208,3.0021094035429594,0.20168752523363406,5.042402863741512,12.111603683827632,297.23561751009106,-0.013512677250204774,True,True,True,True,True,True,True,True
1013,21,3,3,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09959110428745206,9.95362158332583,1.0370622828457943,48.33328610449754,3.0002861027802927,0.19901787251603845,5.138354075260054,12.111603683827632,297.23561751009106,-0.46378416674169637,True,True,True,True,True,True,True,True
1014,21,3,4,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09999504607173625,10.016706923919408,1.0013186725291685,48.175172330337496,2.9986340321175513,0.20455144677539863,5.0233966737039335,12.111603683827632,297.23561751009106,0.16706923919407757,True,True,True,True,True,True,True,True
1015,21,3,5,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09943768812251969,9.937339162919766,1.0222867426599975,47.39975900592427,2.999448140102882,0.20237536012396742,4.8818619067560665,12.111603683827632,297.23561751009106,-0.6266083708023373,True,True,True,True,True,True,True,True
1016,21,4,1,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09965388381479127,9.930709566605957,1.070848776532062,48.362038101821746,2.998586505129244,0.20163831444310096,5.2128091123840345,12.111603683827632,297.23561751009106,-0.6929043339404295,True,True,True,True,True,True,True,True
1017,21,4,2,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09938326160465537,9.936123948386678,1.0450400707399046,48.94891710105158,3.003076376467255,0.20190887640136979,5.238348852628322,12.111603683827632,297.23561751009106,-0.638760516133221,True,True,True,True,True,True,True,True
1018,21,4,3,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.0999276734916968,10.009995448188391,1.041285299466663,49.00215980585763,3.000094505862456,0.196931085886052,5.398091519197482,12.111603683827632,297.23561751009106,0.09995448188391265,True,True,True,True,True,True,True,True
1019,21,4,4,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09930477503953984,9.94326520376368,1.0208985275071976,48.97581483076036,3.0037269925439847,0.19610259337769023,5.075796559988414,12.111603683827632,297.23561751009106,-0.5673479623632005,True,True,True,True,True,True,True,True
1020,21,4,5,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.09954103730881733,9.955226332097277,1.0411537983529697,48.63463212760159,3.000902739890782,0.197133731812173,5.243402323924222,12.111603683827632,297.23561751009106,-0.44773667902722636,True,True,True,True,True,True,True,True
1021,21,5,1,200.1571375499189,0.9839702237329323,0.9926128168932994,1.0183764987639161,5.0503071840852085,0.0998651050137441,9.93748766012524,1.0140721416141176,47.96107539184337,3.0011890589448047,0.2032991196809803,5.264076144279624,12.111603683827632,297.23561751009106,-0.6251233987475935,True,True,True,True,True,True,True,True
